dataset,x,y
curve,43.97163120567376,62.17025550062411
curve,44.68085106382979,69.32020537595169
curve,45.39007092198582,66.66616802409719
curve,46.09929078014184,65.46027470499534
curve,46.808510638297875,66.74312583752393
curve,47.5177304964539,68.71965804355894
curve,48.22695035460993,73.14907220743572
curve,48.93617021276596,65.3372542792198
curve,49.64539007092199,70.10494675644804
curve,50.354609929078016,68.30314351570006
curve,51.06382978723404,68.83277296104143
curve,51.773049645390074,73.45306569775579
curve,52.4822695035461,71.77249411552552
curve,53.19148936170213,74.49755249782416
curve,53.90070921985816,69.18535053910338
curve,54.60992907801418,67.18167482927477
curve,55.319148936170215,68.70721392362536
curve,56.02836879432624,70.19459662368196
curve,56.73758865248227,69.80089493928695
curve,57.4468085106383,65.20645252128915
curve,58.15602836879433,69.11933985815116
curve,58.86524822695036,69.38413188522813
curve,59.57446808510638,77.16109122733975
curve,60.283687943262414,74.66537986062663
curve,60.99290780141844,64.83845587829538
curve,61.70212765957447,66.52924198288028
curve,62.4113475177305,62.10520514386474
curve,63.12056737588653,64.8338382623546
curve,63.829787234042556,67.66188324366624
curve,64.53900709219859,70.4155985830228
curve,65.2482269503546,63.263054915566
curve,65.95744680851064,63.12696550412668
curve,66.66666666666667,57.48448839591471
curve,67.3758865248227,63.99608349266954
curve,68.08510638297872,60.394270246585684
curve,68.79432624113475,61.78888142477103
curve,69.50354609929079,60.08399768836454
curve,70.2127659574468,62.31607472240669
curve,70.92198581560284,55.96881980182263
curve,71.63120567375887,56.442978580923295
curve,72.3404255319149,68.4686618590524
curve,73.04964539007092,55.930870218596574
curve,73.75886524822695,56.000544273507444
curve,74.46808510638299,65.65282795120699
curve,75.177304964539,68.75759475734822
curve,75.88652482269504,53.837497785983196
curve,76.59574468085107,55.97912321891957
curve,77.30496453900709,57.77534483571596
curve,78.01418439716312,61.92414026153094
curve,78.72340425531915,51.695389089240415
curve,79.43262411347519,53.54849901951044
curve,80.1418439716312,56.36712787203322
curve,80.85106382978724,54.389494750900255
curve,81.56028368794327,50.754526634352416
curve,82.26950354609929,50.787844160183
curve,82.97872340425532,45.61113311796627
curve,83.68794326241135,48.73859651356264
curve,84.39716312056738,47.770676831596084
curve,85.1063829787234,48.62834834841349
curve,85.81560283687944,44.96672141588989
curve,86.52482269503547,47.63725671663999
curve,87.23404255319149,48.58977471501766
curve,87.94326241134752,44.629561723344835
curve,88.65248226950355,44.338888488700064
curve,89.36170212765958,42.297859017563724
curve,90.0709219858156,41.0980771775402
curve,90.78014184397163,37.54018744394001
curve,91.48936170212767,40.123121495756976
curve,92.19858156028369,37.60653176295433
curve,92.90780141843972,44.18665947510045
curve,93.61702127659575,41.262740347889235
curve,94.32624113475178,35.98378117749686
curve,95.0354609929078,30.821830322881357
curve,95.74468085106383,28.440194977075688
curve,96.45390070921987,35.32563229597398
curve,97.16312056737588,30.881143338263975
curve,97.87234042553192,30.428804311146333
curve,98.58156028368795,21.410925052833413
curve,99.29078014184398,29.513576559604818
curve,100.0,26.59047118375027
circle,75.77913863117104,51.607170038757204
circle,77.02915468100173,54.68885150318935
circle,78.4163067781171,49.72778422875733
circle,77.85510326504632,54.51768968698565
circle,76.97202920245788,52.88342475356165
circle,77.10088631864294,57.13652810992057
circle,76.50118214510877,57.135297951020554
circle,76.95391977287153,54.93130992567366
circle,79.18252782655321,61.62830503800368
circle,70.6448799450774,59.72089827896039
circle,74.79196902063721,61.000585587990635
circle,75.05600446692878,61.04240693888965
circle,74.6832321986581,62.960699439198585
circle,72.68784871633554,66.18407079826599
circle,69.2121465462257,65.97839225852984
circle,72.63037375523074,68.01032089545181
circle,74.63424778977092,69.03850378017167
circle,67.27493909443629,71.8812845025094
circle,71.19304400228636,69.44149084685327
circle,67.89241687324345,68.02048905118755
circle,67.47406972208829,73.91414871238284
circle,64.50323583101405,71.87898514337726
circle,64.91945924906285,75.488649007109
circle,67.13685025565402,74.69754146169383
circle,64.62159962920256,74.2923229293801
circle,65.81372421849358,75.82720965091025
circle,63.572218651112024,79.55685024652621
circle,60.94159099730951,80.28301816727239
circle,62.37732947387077,76.69017453805198
circle,58.57584032027725,77.24143324170002
circle,58.14694056108491,79.38972290035382
circle,54.67804529650976,75.80803402628722
circle,54.17403637711755,78.37301291740042
circle,51.407831718874206,77.8076531265704
circle,53.53801739428826,78.58438967784211
circle,47.95531748705451,76.3315248870629
circle,50.62908132862044,74.80522879782919
circle,47.43739202490239,73.76893783401184
circle,48.91983260384887,75.55525494219516
circle,46.844516049134874,76.69261654184214
circle,47.75875652476982,76.78871084796945
circle,44.36537895985605,80.96033254045214
circle,38.56020322389577,78.95485666160815
circle,40.38730192378508,74.42259190251876
circle,37.012937682353154,76.59378617224033
circle,37.17726696727407,74.5843891118609
circle,40.116558459226255,74.2795677644475
circle,37.2750676217954,74.61936260479506
circle,33.53583325426808,74.8393258336211
circle,31.869866245708508,72.22788135728209
circle,32.958442449875896,74.29403758234132
circle,29.489299857591277,69.09838505104048
circle,29.64557285522974,70.56841411352391
circle,30.71505246400119,74.88374641638876
circle,31.54436511407058,69.2281319291488
circle,29.63520099220963,70.70468507006643
circle,23.06188573894956,67.04216381994293
circle,27.52436976849123,67.00807283191625
circle,26.376706878496158,64.68888563419272
circle,26.42461161817725,63.38818134405961
circle,28.24189195922574,61.06931854460001
circle,20.345253969732894,62.36310059999058
circle,22.802465616416136,58.650800902905516
circle,24.731078080564988,60.5158664921348
circle,20.003185089332753,60.16785540285979
circle,25.788656118416387,57.5270517209583
circle,23.297785484376888,55.00471011579604
circle,24.03303191849046,55.25728438854339
circle,21.031684951377837,52.495517527609024
circle,23.690054778484132,53.741287995793705
circle,24.143892900494823,46.96099858602766
circle,22.47270582879108,48.704974509304805
circle,22.531329183949104,44.148182264888604
circle,22.71425875298488,43.89701470084374
circle,20.61317341732489,48.37837122970183
circle,22.266014898494863,46.21316238103596
circle,22.531712957404654,41.76705062694657
circle,23.93316161694763,38.99771169395024
circle,25.548913928798864,34.886246304808765
circle,21.867600302841527,38.559133702857686
circle,24.22171246270322,43.33833214241934
circle,27.972383691241273,38.24148520487645
circle,24.10965458980673,35.151858921513
circle,24.588139697450355,36.12770839602252
circle,27.32024869409309,31.031564652754454
circle,29.3332351371164,32.5462298110082
circle,28.44053015888206,32.36069888917739
circle,31.891662222731163,31.04582625245965
circle,31.804621486031753,31.893213280183062
circle,32.671493543803024,30.133554463672724
circle,33.030653159001716,29.954390532890702
circle,37.548184464815535,26.456920918665897
circle,33.48697760085722,28.88923249177097
circle,30.926649527292533,29.656890295577668
circle,39.20850872303427,23.8109896547329
circle,36.17870273075917,23.37631324804318
circle,38.42958754069268,27.273023088078926
circle,41.97605343726383,23.718942759271485
circle,37.316689187463645,26.460868648931104
circle,39.20098930698997,22.372058654422084
circle,39.70127370334104,25.82422093694832
circle,42.52919162942538,22.887877612343928
circle,46.22205128370634,22.90649053492459
circle,47.62571410253977,25.33941287516543
circle,48.3712424985698,21.361554339117248
circle,46.23884887600038,20.133392023702953
circle,45.69171786001894,21.104609084981583
circle,51.6675566958793,22.94809464635927
circle,51.85912729819809,19.00910303316086
circle,54.95971628883236,23.568069633138332
circle,56.67509445602171,21.4231012729426
circle,56.76744707160816,25.058382736046088
circle,59.21812017355236,18.29042733513319
circle,59.34788316976531,21.875456182005237
circle,61.1235470506533,20.498006588366923
circle,59.80804834741686,22.69271594099849
circle,61.989878180010756,25.365673939400235
circle,63.84984133854107,25.086948759313692
circle,66.17781801709094,25.56245762677507
circle,64.80088924932545,26.42216613928563
circle,67.65136736388617,27.86481499366813
circle,67.06504082991523,26.203224036874907
circle,68.31438298483296,30.439494596919083
circle,71.12442605893813,31.198268792188937
circle,66.35654116216025,31.530114683859132
circle,68.58660270529302,32.798406813188535
circle,69.01001199291686,33.23983911073045
circle,68.05835787148627,37.713265665059495
circle,72.07514899866777,34.49752174101882
circle,75.59011201873938,35.11656757075715
circle,74.13321149141875,35.31103307781622
circle,75.66124971354029,35.867088594106576
circle,77.9566318203616,36.58015672021998
circle,78.89491614510229,38.45069431867146
circle,76.51051887921432,41.26551765932714
circle,79.71230868066134,43.27111900459941
circle,77.49211617164306,43.91515018411014
circle,75.88157512641006,43.50441681326386
circle,76.56136896393637,48.06833437757411
circle,74.92779934427404,48.98667808509046
circle,76.19593658843432,48.43339154429859
circle,77.28396662385114,48.69416771067057
clusters,38.8389954458086,34.904472457432924
clusters,36.31581511240273,39.91164553662697
clusters,24.863109184094668,27.754453201715513
clusters,34.524138208109164,34.91540744448213
clusters,36.83425068452067,33.5251698994579
clusters,28.702136494585723,26.488763531271083
clusters,36.3289037498621,24.05565436491918
clusters,24.816242603195477,39.80024324692263
clusters,44.353302700085194,32.543333324474155
clusters,43.735649895416024,27.844038028468695
clusters,33.232378659879245,34.326747441536675
clusters,37.54418036487351,42.89613200144512
clusters,18.130546239400875,19.03483508239654
clusters,26.90556637814267,24.523529170676717
clusters,32.943547558935094,28.53979490673313
clusters,27.495068850011986,45.228252067042305
clusters,40.00077537841461,36.97810888043507
clusters,48.98107571523596,40.371220683228586
clusters,26.76369696399489,27.018873566116387
clusters,29.13775617140365,27.163248873106316
clusters,36.648138578169515,38.13469601705897
clusters,46.277813039497346,35.40792031654813
clusters,26.443379812220677,38.841171732048885
clusters,36.743252856148594,33.68630306350084
clusters,47.74909195569176,36.94700608518239
clusters,23.437685962745128,36.10683359433576
clusters,26.032515552079175,40.44437172359448
clusters,32.03475375477413,40.64905797361129
clusters,31.355881110012124,23.66089603925761
clusters,40.688209014275515,19.26912011261401
clusters,36.691618038745865,42.01221778356055
clusters,22.575265582505104,43.31407565283355
clusters,38.60787282030567,27.85563886340664
clusters,30.957227788510448,21.9811521541806
clusters,43.921130518588676,35.69324374705041
clusters,30.60688724494156,41.51586758445371
clusters,30.54369301828435,47.5831616570402
clusters,38.78792127563172,38.61408300471016
clusters,40.34048537635856,32.39798312390013
clusters,38.13669554755342,28.748085648905963
clusters,23.200818778306342,35.08015904169458
clusters,38.76624107949776,32.9051470728032
clusters,27.759843638279207,27.894524659898288
clusters,36.64693278111785,49.34128955604301
clusters,25.03385895220658,47.496178814504916
clusters,38.12425503280144,42.952340784888
clusters,29.353807669848393,28.554047215336105
clusters,26.02155744817635,40.98513527008095
clusters,39.996740955376794,39.47738486648531
clusters,36.69151165173726,38.09781936942837
clusters,30.70216239024972,43.74765686930644
clusters,45.15825194314745,39.44759800002894
clusters,31.915433049011803,40.180099654130345
clusters,35.224753717796546,39.458343983605474
clusters,36.8823941337502,37.385539856014745
clusters,30.662338461099704,22.514722092000717
clusters,38.29795405379951,35.5853475418739
clusters,31.26583356984693,31.106656288056122
clusters,32.11853174448653,26.041113296519857
clusters,44.53849847862339,46.77271633510577
clusters,27.715897632412968,47.10296738619992
clusters,18.11053768349357,44.51454420206929
clusters,46.27655896508326,36.78649391799112
clusters,52.84529566824902,44.4543758466686
clusters,32.163115141854675,35.08437226421278
clusters,21.442133715658702,36.419580938284454
clusters,32.826612166628394,27.34570040676612
clusters,32.99643935111531,37.77893913149188
clusters,33.670533112844204,35.42270149897092
clusters,27.20628370654706,25.881435182158746
clusters,39.05692799733534,34.64162021728382
clusters,73.6715516270026,69.44189305300235
clusters,59.53916066126486,82.58292816651249
clusters,74.89437712186421,76.25949329959387
clusters,84.36879487362124,70.08011807364026
clusters,71.20372232705942,71.74151116860759
clusters,67.63872386552046,70.30948664672938
clusters,69.00597749914735,68.57960210643117
clusters,74.30679736877993,62.423009618281995
clusters,57.88529876144948,68.94263685675149
clusters,71.15073492084112,64.7773122034324
clusters,67.26675235376032,61.247791227537974
clusters,82.93477509069231,73.57855270183275
clusters,68.7807908633653,72.73885261953265
clusters,81.67521327783663,57.49304742042345
clusters,62.27381511552595,69.14120753753411
clusters,74.11081416761955,76.96990970129946
clusters,72.2358018465386,77.41456617227425
clusters,63.91666926494652,77.18085790019667
clusters,71.24177280245858,70.27239244831021
clusters,78.4876318578212,64.08468270421594
clusters,67.7334580699938,62.41410820849357
clusters,58.15626145581166,72.4122343332525
clusters,69.87706021465787,72.65496024055614
clusters,63.68303833645241,79.01131778123546
clusters,67.60361342935282,77.69985755239459
clusters,69.42888561220416,69.07439940428179
clusters,58.06043448789138,61.29055884797391
clusters,58.69039162475525,67.76625382092371
clusters,73.37446784867868,71.52061836367368
clusters,66.34096912681224,68.58541728227416
clusters,52.04678960725603,65.95474124345641
clusters,75.49390825625694,71.77019370478929
clusters,71.90658828691969,66.47229581012573
clusters,65.00287623174461,65.60353741392238
clusters,60.78218852259231,72.18016984012408
clusters,75.85065527420036,67.18605193909556
clusters,72.44545435792301,71.70873072284847
clusters,86.67821597878851,71.91242815996486
clusters,72.94132019107457,62.023996992358974
clusters,72.7139219888341,66.63131213294211
clusters,68.83150448924005,80.06443857941524
clusters,75.71743107040554,61.86544341085999
clusters,74.37559640873708,55.183418857206284
clusters,78.76207505995636,56.96708392730242
clusters,66.350739569539,70.20376962603669
clusters,66.95214768939226,70.2164209462289
clusters,66.64627780361614,69.17672401202415
clusters,75.53561204825293,78.4993288024995
clusters,80.48862108207712,51.290158968279435
clusters,66.7881165479549,72.77153712101577
clusters,67.02658390544836,80.93006741262501
clusters,72.1985405670886,62.105534645758
clusters,68.27966949990969,67.34135441747074
clusters,76.66437557197924,64.72975657939965
clusters,54.23755896566667,63.7395776774573
clusters,64.21306467158173,67.71616596483872
clusters,64.52308566226988,79.99239698579153
clusters,53.75750791329699,82.86170672841264
clusters,63.25453088941837,67.64842542471897
clusters,63.593907189078514,83.3354214984513
clusters,68.59226741836818,70.24903533889237
clusters,77.79076124162185,82.27583718690757
clusters,68.28457544166508,69.34690945242556
clusters,62.78430395810192,70.917404782323
clusters,69.6013182115053,72.55832130849984
clusters,77.34421535008944,92.25197575557274
clusters,63.168288287195665,75.95899902391352
clusters,63.62597581254986,65.04914829033976
clusters,73.90984271491956,76.78298509193101
clusters,68.4492471898844,67.46717224040961
clusters,74.53239283496632,66.57174871969154
