player_id,monthly_spend,monthly_sessions,segment
547,1.52,7,minnow
548,8.29,12,minnow
549,2.08,11,minnow
550,6.51,7,minnow
551,2.25,9,minnow
552,8.83,5,minnow
553,6.45,10,minnow
554,1.4,6,minnow
555,0.72,11,minnow
556,15.32,3,minnow
557,0.9,5,minnow
558,7.4,5,minnow
559,3.49,7,minnow
560,1.58,11,minnow
561,6.6,4,minnow
562,29.62,23,dolphin
563,9.03,7,minnow
564,4.08,2,minnow
565,44.45,22,dolphin
566,0.23,8,minnow
567,0.56,5,minnow
568,1.58,9,minnow
569,32.17,19,dolphin
570,15.01,5,minnow
571,0.21,5,minnow
572,1.65,12,minnow
573,0.4,3,minnow
574,3.11,5,minnow
575,14.05,10,minnow
576,15.82,7,minnow
577,5.1,9,minnow
578,1.68,12,minnow
579,2.85,9,minnow
580,9.91,9,minnow
581,141.98,51,whale
582,0.5,14,minnow
583,42.19,21,dolphin
584,4.91,9,minnow
585,12.33,10,minnow
586,4.46,5,minnow
587,31.4,23,dolphin
588,5.63,8,minnow
589,1.18,6,minnow
590,6.82,4,minnow
591,20.14,9,minnow
592,3.32,4,minnow
593,0.12,7,minnow
594,2.76,6,minnow
595,3.88,6,minnow
596,3.09,8,minnow
597,1.5,5,minnow
598,27.57,16,dolphin
599,0.07,8,minnow
600,3.86,8,minnow
601,3.95,10,minnow
602,94.8,26,dolphin
603,3.24,6,minnow
604,6.77,8,minnow
605,4.06,8,minnow
606,3.86,5,minnow
607,55.74,28,dolphin
608,0.56,7,minnow
609,1.14,13,minnow
610,11.1,12,minnow
611,5.01,16,minnow
612,2.11,9,minnow
613,2.97,7,minnow
614,14.33,3,minnow
615,7.21,7,minnow
616,1.06,10,minnow
617,4.86,11,minnow
618,3.07,12,minnow
619,7.05,8,minnow
620,1.99,3,minnow
621,0.48,11,minnow
622,9.74,8,minnow
623,7.99,7,minnow
624,31.96,22,dolphin
625,0.4,8,minnow
626,2.97,8,minnow
627,2.3,9,minnow
628,1.76,8,minnow
629,0.28,13,minnow
630,0.6,12,minnow
631,5.12,8,minnow
632,1.49,10,minnow
633,0.88,8,minnow
634,32.74,23,dolphin
635,148.11,47,whale
636,3.03,14,minnow
637,0.3,8,minnow
638,6.26,10,minnow
639,0.12,13,minnow
640,0.38,7,minnow
641,6.44,10,minnow
642,0.36,9,minnow
643,2.07,7,minnow
644,0.31,5,minnow
645,3.63,10,minnow
646,20.03,16,minnow
647,1.25,7,minnow
648,3.22,12,minnow
649,0.9,4,minnow
650,1.01,6,minnow
651,0.88,8,minnow
652,11.68,7,minnow
653,0.35,10,minnow
654,1.95,9,minnow
655,6.4,6,minnow
656,14.23,5,minnow
657,6.72,9,minnow
658,2.96,6,minnow
659,1.34,13,minnow
660,14.59,8,minnow
661,0.83,6,minnow
662,0.85,8,minnow
663,28.9,19,dolphin
664,5.91,7,minnow
665,6.25,10,minnow
666,8.65,11,minnow
667,2.85,8,minnow
668,0.33,5,minnow
669,4.96,8,minnow
670,3.22,9,minnow
671,0.84,4,minnow
672,0.58,8,minnow
673,3.08,2,minnow
674,0.38,6,minnow
675,2.64,7,minnow
676,2.18,8,minnow
677,2.74,12,minnow
678,6.32,7,minnow
679,8.98,12,minnow
680,1.06,3,minnow
681,13.35,9,minnow
682,2.34,9,minnow
683,54.89,26,dolphin
684,1.3,11,minnow
685,0.25,2,minnow
686,12.6,5,minnow
687,6.56,4,minnow
688,22.71,7,minnow
689,5.45,11,minnow
690,140.33,37,whale
691,2.45,10,minnow
692,17.71,9,minnow
693,1.43,12,minnow
694,7.29,12,minnow
695,9.82,12,minnow
696,12.58,8,minnow
697,11.5,3,minnow
698,0.02,6,minnow
699,2.97,5,minnow
700,1.32,4,minnow
701,1.81,8,minnow
702,2.11,10,minnow
703,15.86,9,minnow
704,4.59,7,minnow
705,1.47,8,minnow
706,0.32,11,minnow
707,38.59,32,dolphin
708,1.18,13,minnow
709,2.69,12,minnow
710,101.72,25,dolphin
711,1.23,3,minnow
712,2.14,6,minnow
713,4.81,9,minnow
714,0.25,6,minnow
715,0.21,8,minnow
716,1.54,9,minnow
717,1.62,8,minnow
718,4.12,10,minnow
719,0.69,7,minnow
720,6.65,4,minnow
721,0.11,5,minnow
722,2.97,10,minnow
723,5.91,12,minnow
724,5.62,9,minnow
725,2.56,13,minnow
726,1.15,7,minnow
727,2.44,6,minnow
728,23.91,5,minnow
729,1.27,11,minnow
730,15.88,9,minnow
731,20.48,7,minnow
732,0.21,11,minnow
733,2.7,8,minnow
734,0.69,10,minnow
735,0.3,10,minnow
736,11.79,11,minnow
737,7.08,1,minnow
738,5.06,5,minnow
739,0.58,7,minnow
740,4.65,10,minnow
741,0.41,9,minnow
742,3.76,11,minnow
743,1.15,0,minnow
744,17.84,3,minnow
745,1.86,10,minnow
746,4.81,7,minnow
747,4.82,2,minnow
748,2.94,7,minnow
749,3.93,8,minnow
750,5.4,4,minnow
751,0.79,5,minnow
752,6.33,5,minnow
753,13.23,7,minnow
754,6.27,3,minnow
755,1.88,5,minnow
756,4.39,9,minnow
757,1.86,7,minnow
758,2.75,13,minnow
759,0.5,7,minnow
760,30.21,24,dolphin
761,73.46,25,dolphin
762,1.08,9,minnow
763,11.68,14,minnow
764,34.21,35,dolphin
765,0.72,7,minnow
766,0.11,8,minnow
767,37.6,28,dolphin
768,3.27,13,minnow
769,1.45,4,minnow
770,3.58,10,minnow
771,1.84,10,minnow
772,378.09,47,whale
773,1.42,8,minnow
774,5.61,8,minnow
775,26.25,25,dolphin
776,26.05,19,dolphin
777,19.17,5,minnow
778,1.68,7,minnow
779,2.6,12,minnow
780,0.1,5,minnow
781,2.95,7,minnow
782,3.5,6,minnow
783,10.88,6,minnow
784,58.72,30,dolphin
785,10.36,5,minnow
786,18.41,14,minnow
787,3.23,10,minnow
788,25.92,24,dolphin
789,3.38,10,minnow
790,20.59,5,minnow
791,12.03,9,minnow
792,6.22,6,minnow
793,0.28,10,minnow
794,19.09,6,minnow
795,6.08,6,minnow
796,10.22,8,minnow
797,5.48,7,minnow
798,7.22,2,minnow
799,26.6,29,dolphin
800,1.56,9,minnow
801,7.02,7,minnow
802,0.96,11,minnow
803,8.35,7,minnow
804,4.96,6,minnow
805,1.21,6,minnow
806,3.86,9,minnow
807,1.34,11,minnow
808,1.81,9,minnow
809,5.86,6,minnow
810,5.1,5,minnow
811,0.15,10,minnow
812,6.01,4,minnow
813,2.04,13,minnow
814,1.71,5,minnow
815,0.55,8,minnow
816,3.09,9,minnow
817,1.44,11,minnow
818,25.47,30,dolphin
819,0.2,10,minnow
820,0.71,7,minnow
821,0.64,13,minnow
822,5.02,11,minnow
823,21.69,8,minnow
824,7.43,4,minnow
825,0.58,7,minnow
826,1.67,11,minnow
827,0.91,4,minnow
828,7.48,8,minnow
829,1.62,11,minnow
830,0.35,8,minnow
831,8.46,14,minnow
832,25.06,10,minnow
833,2.49,6,minnow
834,4.03,11,minnow
835,0.3,10,minnow
836,0.12,6,minnow
837,0.17,8,minnow
838,3.09,9,minnow
839,2.03,6,minnow
840,7.96,9,minnow
841,2.42,9,minnow
842,16.13,4,minnow
843,13.4,6,minnow
844,1.98,7,minnow
845,0.67,5,minnow
846,0.15,8,minnow
847,32.91,21,dolphin
848,0.73,11,minnow
849,0.3,4,minnow
850,4.09,12,minnow
851,0.31,12,minnow
852,4.08,8,minnow
853,1.94,9,minnow
854,14.55,10,minnow
855,12.66,4,minnow
856,19.4,5,minnow
857,4.62,4,minnow
858,0.84,6,minnow
859,0.63,11,minnow
860,1.42,6,minnow
861,80.71,24,dolphin
862,2.23,8,minnow
863,4.3,9,minnow
864,37.7,30,dolphin
865,4.99,5,minnow
866,1.0,9,minnow
867,10.68,9,minnow
868,1.67,5,minnow
869,5.27,6,minnow
870,7.53,4,minnow
871,1.51,7,minnow
872,4.47,5,minnow
873,42.95,22,dolphin
874,1.22,10,minnow
875,27.3,18,dolphin
876,1.29,5,minnow
877,59.34,28,dolphin
878,0.84,10,minnow
879,1.77,6,minnow
880,37.08,24,dolphin
881,39.79,29,dolphin
882,12.3,8,minnow
883,0.59,10,minnow
884,3.79,7,minnow
885,3.33,9,minnow
886,0.84,9,minnow
887,10.12,6,minnow
888,0.96,4,minnow
889,0.42,3,minnow
890,0.25,7,minnow
891,51.4,30,dolphin
892,1.47,8,minnow
893,1.52,10,minnow
894,0.64,7,minnow
895,29.63,26,dolphin
896,0.36,6,minnow
897,0.48,3,minnow
898,1.98,10,minnow
899,3.21,10,minnow
900,9.52,17,minnow
901,1.13,13,minnow
902,39.29,25,dolphin
903,1.14,9,minnow
904,0.66,10,minnow
905,0.57,8,minnow
906,0.96,7,minnow
907,0.51,9,minnow
908,11.04,13,minnow
909,0.67,6,minnow
910,2.68,9,minnow
911,0.64,9,minnow
912,0.51,12,minnow
913,19.5,14,minnow
914,43.14,25,dolphin
915,25.29,20,dolphin
916,0.32,5,minnow
917,0.39,11,minnow
918,78.68,25,dolphin
919,2.21,8,minnow
920,0.37,16,minnow
921,18.76,13,minnow
922,3.7,11,minnow
923,8.26,14,minnow
924,0.09,8,minnow
925,1.97,7,minnow
926,15.15,8,minnow
927,1.19,6,minnow
928,23.95,11,minnow
929,0.4,13,minnow
930,2.77,9,minnow
931,46.15,25,dolphin
932,0.53,10,minnow
933,5.13,6,minnow
934,8.47,4,minnow
935,3.84,6,minnow
936,2.23,7,minnow
937,0.82,3,minnow
938,4.55,6,minnow
939,2.82,17,minnow
940,0.33,7,minnow
941,19.29,4,minnow
942,0.77,9,minnow
943,0.35,11,minnow
944,1.28,12,minnow
945,0.8,9,minnow
946,2.2,7,minnow
947,0.45,10,minnow
948,6.8,11,minnow
949,30.26,24,dolphin
950,3.93,6,minnow
951,0.33,5,minnow
952,0.77,10,minnow
953,4.73,7,minnow
954,0.14,6,minnow
955,0.46,4,minnow
956,0.24,2,minnow
957,3.99,5,minnow
958,105.58,26,dolphin
959,0.44,4,minnow
960,12.26,8,minnow
961,1.35,9,minnow
962,0.4,17,minnow
963,40.55,23,dolphin
964,105.19,22,dolphin
965,6.42,9,minnow
966,5.93,5,minnow
967,3.67,9,minnow
968,2.62,9,minnow
969,5.72,6,minnow
970,9.79,10,minnow
971,47.53,21,dolphin
972,1.44,4,minnow
973,4.07,6,minnow
974,2.88,9,minnow
975,17.09,11,minnow
976,154.49,45,whale
977,18.06,11,minnow
978,11.91,8,minnow
979,14.19,9,minnow
980,25.23,18,dolphin
981,158.08,46,whale
982,0.22,5,minnow
983,8.67,9,minnow
984,0.05,8,minnow
985,15.21,11,minnow
986,8.02,8,minnow
987,1.38,10,minnow
988,0.05,7,minnow
989,3.24,8,minnow
990,4.74,13,minnow
991,3.0,8,minnow
992,1.23,8,minnow
993,0.79,7,minnow
994,3.06,5,minnow
995,0.92,4,minnow
996,12.12,12,minnow
997,2.93,7,minnow
998,0.21,11,minnow
999,4.4,7,minnow
1000,6.44,15,minnow
1001,44.2,35,dolphin
1002,14.66,9,minnow
1003,0.79,6,minnow
1004,32.5,25,dolphin
1005,0.36,8,minnow
1006,3.47,8,minnow
1007,11.1,8,minnow
1008,34.26,33,dolphin
1009,68.19,21,dolphin
1010,25.52,21,dolphin
1011,2.67,10,minnow
1012,8.39,5,minnow
1013,4.75,6,minnow
1014,1.07,12,minnow
1015,2.76,9,minnow
1016,58.94,29,dolphin
1017,9.34,7,minnow
1018,89.57,25,dolphin
1019,0.59,9,minnow
1020,1.8,11,minnow
1021,6.45,7,minnow
1022,10.89,13,minnow
1023,2.75,11,minnow
1024,11.95,7,minnow
1025,11.81,6,minnow
1026,0.36,5,minnow
1027,11.08,3,minnow
1028,18.49,12,minnow
1029,5.33,5,minnow
1030,0.17,9,minnow
1031,2.13,8,minnow
1032,6.69,8,minnow
1033,0.83,6,minnow
1034,14.43,9,minnow
1035,10.67,11,minnow
1036,4.12,4,minnow
1037,3.41,8,minnow
1038,4.52,6,minnow
1039,3.3,3,minnow
1040,0.42,3,minnow
1041,1.67,3,minnow
1042,3.73,9,minnow
1043,32.13,23,dolphin
1044,10.05,3,minnow
1045,35.01,28,dolphin
1046,0.35,8,minnow
1047,1.88,13,minnow
1048,91.67,19,dolphin
1049,1.01,5,minnow
1050,0.98,9,minnow
1051,2.15,10,minnow
1052,83.85,15,dolphin
1053,1.13,4,minnow
1054,8.1,6,minnow
1055,6.22,8,minnow
1056,0.15,8,minnow
1057,3.24,7,minnow
1058,1.37,9,minnow
1059,9.82,5,minnow
1060,53.65,19,dolphin
1061,1.91,11,minnow
1062,1.91,12,minnow
1063,186.52,50,whale
1064,1.06,9,minnow
1065,0.39,11,minnow
1066,30.09,26,dolphin
1067,3.06,14,minnow
1068,5.22,8,minnow
1069,117.97,31,dolphin
1070,0.35,9,minnow
1071,2.43,7,minnow
1072,0.46,4,minnow
1073,5.68,9,minnow
1074,1.37,8,minnow
1075,0.51,5,minnow
1076,10.71,14,minnow
1077,3.38,10,minnow
1078,0.45,4,minnow
1079,0.49,11,minnow
1080,4.63,9,minnow
1081,0.23,6,minnow
1082,4.78,6,minnow
1083,28.31,26,dolphin
1084,9.65,5,minnow
1085,1.22,8,minnow
1086,5.15,2,minnow
1087,0.45,8,minnow
1088,4.13,10,minnow
1089,1.97,12,minnow
1090,0.63,3,minnow
1091,9.01,6,minnow
1092,0.14,10,minnow
1093,0.5,7,minnow
1094,0.6,8,minnow
1095,1.48,4,minnow
1096,26.55,27,dolphin
1097,11.1,3,minnow
1098,3.93,6,minnow
1099,3.64,5,minnow
1100,3.26,5,minnow
1101,29.81,24,dolphin
1102,0.18,17,minnow
1103,11.41,3,minnow
1104,1.47,8,minnow
1105,7.42,10,minnow
1106,7.48,7,minnow
1107,10.73,1,minnow
1108,41.84,27,dolphin
1109,0.37,5,minnow
1110,16.59,4,minnow
1111,3.0,8,minnow
1112,1.59,11,minnow
1113,85.97,32,dolphin
1114,10.21,7,minnow
1115,1.7,6,minnow
1116,15.36,13,minnow
1117,3.08,5,minnow
1118,1.66,6,minnow
1119,1.26,11,minnow
1120,5.4,8,minnow
1121,1.24,10,minnow
1122,4.26,12,minnow
1123,13.73,9,minnow
1124,3.96,14,minnow
1125,78.45,22,dolphin
1126,3.39,4,minnow
1127,28.74,27,dolphin
1128,15.83,15,minnow
1129,38.11,25,dolphin
1130,77.9,23,dolphin
1131,0.2,9,minnow
1132,5.07,5,minnow
1133,2.78,8,minnow
1134,3.97,4,minnow
1135,1.76,12,minnow
1136,1.39,8,minnow
1137,0.57,6,minnow
1138,3.88,5,minnow
1139,14.8,8,minnow
1140,1.51,6,minnow
1141,1.96,10,minnow
1142,1.09,9,minnow
